Accession.Number,Genes,Protein.Description,Gan_b4_1,Gan_b4_2,Gan_b4_3,Gan_b4_4,Gan_b4_5,Gan_b4_6,Gan_b4_7,Gan_b4_8,Gan_b4_9,Gan_b4_10,Gan_b4_11,Gan_b4_12,Gan_b4_13,Gan_b4_15,Gan_b4_16,Gan_b4_17,Gan_b4_18
Q7Z6I8,C5orf24,UPF0461 protein C5orf24 OS=Homo sapiens OX=9606 GN=C5orf24 PE=1 SV=1,155495.2166,155924.9143,160185.5999,144861.0111,149906.0626,145575.262,164129.3463,159845.3882,147660.449,178271.7577,190543.1488,159359.0675,160745.9095,158797.2365,122870.374,181375.8148,146672.4246
O60784,TOM1,Target of Myb1 membrane trafficking protein OS=Homo sapiens OX=9606 GN=TOM1 PE=1 SV=2,230425.432,235834.3931,243731.9161,225551.7009,210026.9666,235144.8956,249659.3054,261305.7345,275590.7394,224855.2051,231448.8662,229028.5348,226408.368,278380.2364,229803.1049,243153.1979,232215.3499
P35251,RFC1,Replication factor C subunit 1 OS=Homo sapiens OX=9606 GN=RFC1 PE=1 SV=4,159841.6815,171163.5635,141556.7212,164707.4453,171417.7161,157010.8677,152611.8967,156536.3435,120913.197,162957.5664,135946.1378,129134.9398,139651.6095,124122.2088,155007.2146,132081.7715,144909.4902
Q1ED39,KNOP1,Lysine-rich nucleolar protein 1 OS=Homo sapiens OX=9606 GN=KNOP1 PE=1 SV=1,116473.7741,131670.2628,112838.851,110473.6235,183416.7119,,,,104786.4611,120641.124,164549.0578,129409.1646,123330.1417,87528.75625,,,169606.5288
Q08357,SLC20A2,Sodium-dependent phosphate transporter 2 OS=Homo sapiens OX=9606 GN=SLC20A2 PE=1 SV=1,118932.3273,120273.2352,111778.6751,111234.3935,119475.1075,128070.4574,121085.5762,134730.9948,142979.9864,110441.5909,151459.6852,110207.5247,124942.3028,127451.612,119424.5765,128588.4288,116787.4711
Q9Y2T2,AP3M1,AP-3 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP3M1 PE=1 SV=1,446311.4814,446741.5498,451225.819,455435.5727,422932.0142,425874.9508,422785.0567,462791.9534,475787.9786,436264.6385,440582.9576,443755.7184,452680.8104,457762.011,433035.1442,411836.6249,428138.4513
P80723,BASP1,Brain acid soluble protein 1 OS=Homo sapiens OX=9606 GN=BASP1 PE=1 SV=2,793534.1936,960094.3812,895960.7457,978456.5694,751252.7806,478153.7981,530686.6606,814796.1117,908399.0678,681845.2547,1092132.4,1175717.274,782564.1961,779731.1931,478286.5729,569514.3408,584697.6227
O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A OS=Homo sapiens OX=9606 GN=PRKRA PE=1 SV=1,570536.2943,552094.602,552280.1119,545301.6102,545985.8475,567624.3937,565615.8115,571024.4146,584387.7233,569174.9922,600743.936,559030.2108,577506.9828,571253.6826,561377.3964,568478.2551,570890.975
P46821,MAP1B,Microtubule-associated protein 1B OS=Homo sapiens OX=9606 GN=MAP1B PE=1 SV=2,786697.5827,720063.5159,799149.9579,781056.1654,701714.6466,619788.8498,726936.4922,750234.9201,830772.8365,588679.2703,946943.6159,788274.3635,697992.7254,697714.7149,535113.7131,726078.0782,639195.0299
P55263,ADK,Adenosine kinase OS=Homo sapiens OX=9606 GN=ADK PE=1 SV=2,239565.6006,236335.3309,239228.5611,203334.4198,212596.8065,242095.3662,203480.6299,227538.9554,236283.2032,235278.0204,182723.9585,201268.7167,205687.5291,219947.0605,214003.3129,205642.4557,212569.2753
Q14554,PDIA5,Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1,271184.4191,261124.3617,249922.2272,272866.0339,291447.0564,304224.0074,265474.2019,262261.0319,232031.3159,330201.125,226506.9489,264179.2511,298806.5629,268104.9025,286218.2412,245363.522,271449.9279
Q08211,DHX9,ATP-dependent RNA helicase A OS=Homo sapiens OX=9606 GN=DHX9 PE=1 SV=4,858699.1452,882994.9982,818564.5001,829885.1061,877466.5508,812100.3418,769759.0001,779911.1466,697908.4118,849800.976,764369.9333,800942.5671,809201.3241,745901.5737,758105.4547,735203.8164,757467.9757
P06454,PTMA,Prothymosin alpha OS=Homo sapiens OX=9606 GN=PTMA PE=1 SV=2,98601.25644,58123.16302,127736.7049,113609.3876,76797.03891,87901.5095,98033.93926,126303.7922,132233.2031,73358.30605,104951.8804,97337.43822,,105626.6795,,47321.29222,87559.74485
A0A1C7CYX9,DPYSL2,Dihydropyrimidinase like 2 OS=Homo sapiens OX=9606 GN=DPYSL2 PE=1 SV=1,735940.023,638847.9962,768055.4873,718759.4134,618563.352,580267.9033,661923.8416,730189.5645,790541.8265,579303.0078,972623.5714,705029.8891,703435.7149,674048.6489,518300.8629,646196.0113,612648.438
Q9Y2A7,NCKAP1,Nck-associated protein 1 OS=Homo sapiens OX=9606 GN=NCKAP1 PE=1 SV=1,291246.3028,292857.6337,290187.8711,295480.9919,286383.3852,296551.4253,310050.2485,300651.7291,326603.3345,286684.349,313302.7679,305914.4682,297935.7633,326390.4297,307480.8529,310468.6571,316148.589
Q7Z460,CLASP1,CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1,230340.2434,223299.6199,229349.4743,221408.0697,230630.8108,223699.2866,230893.3705,231404.5939,236996.3041,218053.0062,250994.6295,225159.8677,237123.8802,236014.7533,226776.7969,238518.4548,236607.5829
P20962,PTMS,Parathymosin OS=Homo sapiens OX=9606 GN=PTMS PE=1 SV=2,1466053.717,1205817.816,1433948.366,1463545.746,1302503.998,1516555.494,1906203.495,2066643.311,2258810.168,779402.644,1655558.719,1377786.661,1138366.661,1742117.299,891398.2265,2173148.911,1526242.542
Q01484,ANK2,Ankyrin-2 OS=Homo sapiens OX=9606 GN=ANK2 PE=1 SV=4,393542.324,397442.8587,444320.426,442812.9995,381280.5005,301543.763,357595.004,365892.4801,414735.83,346062.6904,553903.2047,448980.9631,390560.6051,322382.7098,258138.2205,329914.478,280517.2239
Q9UKK6,NXT1,NTF2-related export protein 1 OS=Homo sapiens OX=9606 GN=NXT1 PE=1 SV=1,116845.5998,110749.8478,122195.7192,102969.7089,124817.8473,139140.2281,162282.2551,83949.79315,107963.605,123261.6378,115244.0371,133831.5799,113697.1854,91098.65825,145203.9607,136274.5976,168459.2351
P11586,MTHFD1,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Homo sapiens OX=9606 GN=MTHFD1 PE=1 SV=4",430098.454,439532.3919,432949.0737,428837.7859,452096.4222,443687.4514,420311.7376,420254.479,395458.2962,492422.7857,403129.6832,418895.1572,496095.1062,432284.6866,472618.1389,413888.1477,460854.9017
P29966,MARCKS,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens OX=9606 GN=MARCKS PE=1 SV=4,695611.7082,717542.6246,691021.3047,736856.6753,603924.8827,378294.9364,442886.9278,551030.1601,687740.7547,548099.2671,774813.3547,899564.9222,650665.4077,532514.6148,389020.2003,432387.0427,380464.3152
Q9NX63,CHCHD3,MICOS complex subunit MIC19 OS=Homo sapiens OX=9606 GN=CHCHD3 PE=1 SV=1,224760.9511,225668.0154,239566.3944,212873.4493,201968.6337,215278.8174,218648.3181,222399.9349,219937.9988,263315.1692,234660.4951,253096.234,231151.3231,239280.6634,245417.709,220547.0144,223673.0743
O95425,SVIL,Supervillin OS=Homo sapiens OX=9606 GN=SVIL PE=1 SV=2,87856.26911,89384.76254,95430.65868,89931.43195,91338.59833,96396.63898,93088.85261,84999.8394,85778.265,97709.62919,91513.593,84339.1473,96722.72063,86980.17645,101212.2603,96343.77512,101176.6937
Q9P253,VPS18,Vacuolar protein sorting-associated protein 18 homolog OS=Homo sapiens OX=9606 GN=VPS18 PE=1 SV=2,352915.9785,338943.7317,322853.3352,336535.6849,345030.6248,358655.8644,362268.1446,349355.3613,363657.4181,323076.2851,307749.6723,327050.2167,309373.4143,351719.2105,355443.0068,355601.0725,347835.2214
O43272,PRODH,"Proline dehydrogenase 1, mitochondrial OS=Homo sapiens OX=9606 GN=PRODH PE=1 SV=3",204842.9045,221521.0751,197333.6959,211616.9503,229399.914,228760.0095,191246.51,200751.7586,176083.9685,241717.1607,184246.7461,199711.4752,226216.0302,211885.4776,232046.6292,189013.9723,216449.8702
Q92614,MYO18A,Unconventional myosin-XVIIIa OS=Homo sapiens OX=9606 GN=MYO18A PE=1 SV=3,277448.4774,279417.871,283834.7403,284755.3397,276007.5871,281493.6739,272713.8717,283235.4068,288678.9516,309053.6215,287654.89,301245.3225,304358.5661,297998.6925,303659.5297,300832.3542,307671.3314
Q86VP3,PACS2,Phosphofurin acidic cluster sorting protein 2 OS=Homo sapiens OX=9606 GN=PACS2 PE=1 SV=3,200554.4622,201034.403,209959.3688,217880.8568,201984.8967,215229.288,220288.1837,217094.0424,222110.7108,196873.1553,242200.544,215058.3333,216997.7149,223486.2211,222901.962,238255.9884,234842.5815
Q15020,SART3,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens OX=9606 GN=SART3 PE=1 SV=1,310605.9369,316400.0396,308847.4749,294894.8598,324106.1925,321400.9371,300165.3913,320810.5343,293011.9565,312966.0968,274748.0926,272584.2161,321547.6411,307589.6364,307767.2127,282534.1624,319560.9439
Q92621,NUP205,Nuclear pore complex protein Nup205 OS=Homo sapiens OX=9606 GN=NUP205 PE=1 SV=3,321907.7154,363920.9916,325035.7477,332082.6744,344676.0081,307807.3242,278231.6286,302862.6383,256308.3813,324806.1221,280144.7101,308564.0187,315459.904,299442.1248,290831.3205,255081.1421,293460.9093
Q9NVM6,DNAJC17,DnaJ homolog subfamily C member 17 OS=Homo sapiens OX=9606 GN=DNAJC17 PE=1 SV=1,149493.3563,152677.2774,131594.9905,148061.4873,118124.2014,193166.8193,170664.5091,194157.746,205791.7805,132898.9393,110986.9237,135787.0151,138273.3858,212011.9994,190229.022,171985.4855,184511.6711
Q9UHV9,PFDN2,Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1,568110.1271,510305.422,542262.7221,535843.5617,534462.6016,572600.7701,645629.6728,623713.956,732352.3217,482506.8723,666588.8776,549630.7367,546924.701,695783.4101,524052.5785,695065.3737,613252.1623
O94906,PRPF6,Pre-mRNA-processing factor 6 OS=Homo sapiens OX=9606 GN=PRPF6 PE=1 SV=1,361696.8655,380633.0541,346408.2443,354025.8156,375452.109,345916.1918,326575.4644,335527.0152,295827.4302,374728.6986,346676.0365,330337.2954,362362.6164,332941.962,327141.6382,318385.87,330640.8277
Q86Y79,PTRH1,Probable peptidyl-tRNA hydrolase OS=Homo sapiens OX=9606 GN=PTRH1 PE=1 SV=1,170361.8115,171019.86,196530.419,187079.1969,181738.7153,159207.4895,170763.9057,151388.1262,150633.9968,180210.5304,162569.8763,177091.2297,154561.9907,163364.6737,145524.2034,131135.8392,132376.0631
P35232,PHB1,Prohibitin 1 OS=Homo sapiens OX=9606 GN=PHB1 PE=1 SV=1,1218551.551,1250395.27,1172107.673,1226976.392,1277761.943,1284682.962,1232594.177,1222425.819,1141174.184,1332513.783,1143486.343,1317119.432,1203477.501,1199146.481,1359234.763,1248325.479,1272240.687
Q9BUK6,MSTO1,Protein misato homolog 1 OS=Homo sapiens OX=9606 GN=MSTO1 PE=1 SV=1,139900.7499,151862.0297,149155.4766,147735.2615,167215.3686,170236.401,146868.3801,138953.5281,99881.85294,124181.0233,127443.729,87796.55948,131307.2778,140747.0901,114250.356,178679.9691,177529.3633
O15020,SPTBN2,"Spectrin beta chain, non-erythrocytic 2 OS=Homo sapiens OX=9606 GN=SPTBN2 PE=1 SV=3",388743.587,399326.5722,403653.9657,406888.2772,391840.0765,346391.444,352332.6934,372064.3881,367791.9327,428736.5062,461447.2672,447862.6685,430153.0525,371775.7991,363966.9028,374943.6072,377126.9734
Q96I15,SCLY,Selenocysteine lyase OS=Homo sapiens OX=9606 GN=SCLY PE=1 SV=4,161210.6322,151031.6537,148830.6858,160818.4144,167245.0029,185659.2005,173608.6024,179638.8181,172746.6377,161098.4056,156412.1029,150949.1905,167227.5008,174836.2955,189555.911,194362.678,181462.6347
Q08379,GOLGA2,Golgin subfamily A member 2 OS=Homo sapiens OX=9606 GN=GOLGA2 PE=1 SV=3,290474.2124,320987.7378,310412.823,305277.8013,301972.0674,279260.7835,257924.6843,268091.02,261610.7511,323308.5836,317221.3397,318243.1951,291195.9874,275186.4073,275988.7204,279837.7036,268915.7214
P78318,IGBP1,Immunoglobulin-binding protein 1 OS=Homo sapiens OX=9606 GN=IGBP1 PE=1 SV=1,266916.6812,277863.1418,253714.5717,288010.9525,246000.3155,211639.3432,224845.7416,277688.7433,300882.5921,228229.3798,269538.6444,301832.7308,238862.9882,271443.0716,228590.3848,269495.4052,270343.1592
P33176,KIF5B,Kinesin-1 heavy chain OS=Homo sapiens OX=9606 GN=KIF5B PE=1 SV=1,385880.7259,367712.9079,372209.1897,362371.1337,370292.2193,371358.5785,378492.5702,381234.0212,386871.7677,381451.143,345766.3016,374964.4783,380803.7156,388263.2665,411691.986,373522.4976,387669.1481
Q6ICG6,KIAA0930,Uncharacterized protein KIAA0930 OS=Homo sapiens OX=9606 GN=KIAA0930 PE=1 SV=1,186937.9957,192670.721,183512.0319,194474.9607,189245.6719,207169.7942,204442.9637,194705.5895,216414.6862,159075.4255,231837.3421,194734.9994,213917.1308,206709.2316,203473.5166,217831.8318,217712.2703
O60524,NEMF,Ribosome quality control complex subunit NEMF OS=Homo sapiens OX=9606 GN=NEMF PE=1 SV=4,235714.6106,246325.9644,243845.5062,239703.1006,231238.4506,214250.0574,207140.6909,236329.4033,213542.3804,232455.0673,222620.2363,207027.6346,235000.4038,228857.4086,209889.4527,189986.1099,209410.0868
P49327,FASN,Fatty acid synthase OS=Homo sapiens OX=9606 GN=FASN PE=1 SV=3,680441.7887,669994.8288,662359.077,676773.4773,677540.1639,705371.2065,693092.5978,675541.8631,684960.356,721253.5554,661469.0252,663689.8269,709936.6705,696509.9104,748203.6638,689453.3531,722349.5246
O76021,RSL1D1,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=RSL1D1 PE=1 SV=3,388760.0228,397216.5505,380689.8211,375352.311,402697.165,364184.3357,328356.6823,338670.5257,292297.255,389677.7196,313282.0153,321665.1425,361923.7181,301580.7744,323254.9933,277161.7164,308140.8112
P35606,COPB2,Coatomer subunit beta' OS=Homo sapiens OX=9606 GN=COPB2 PE=1 SV=2,442729.667,448160.2724,434872.7744,433282.6223,436934.4686,474762.5017,464328.4198,479017.5606,471630.4971,413818.8865,383623.5694,445405.5903,413078.6526,507330.1412,517627.3529,486387.5634,496099.5627
Q6T4P5,PLPPR3,Phospholipid phosphatase-related protein type 3 OS=Homo sapiens OX=9606 GN=PLPPR3 PE=2 SV=1,244948.7162,231704.7975,234900.7721,240848.2457,241682.0725,485063.9208,573224.0263,589097.5878,601237.5086,227812.6399,412900.3426,265246.776,248690.3221,562450.9082,424607.4592,611915.1891,528715.4024
Q9P032,NDUFAF4,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 OS=Homo sapiens OX=9606 GN=NDUFAF4 PE=1 SV=1,431180.6215,426656.8928,416407.9494,438551.8934,436956.9716,436719.9208,438395.4046,409385.1952,399745.6808,422031.9348,389897.1666,445277.4157,396479.5597,407589.9815,426977.6799,420629.9946,403040.2789
Q9GZS1,POLR1E,DNA-directed RNA polymerase I subunit RPA49 OS=Homo sapiens OX=9606 GN=POLR1E PE=1 SV=3,58785.95905,67181.37206,63323.54532,61119.7675,57089.62142,60491.02641,47797.68334,56912.26414,,98502.71813,55527.50701,63681.79737,72861.98859,41512.20198,65330.88736,43892.35855,55564.64701
Q9UI15,TAGLN3,Transgelin-3 OS=Homo sapiens OX=9606 GN=TAGLN3 PE=1 SV=2,987825.1366,906954.6666,994644.088,961301.3338,887582.2832,888264.8764,1002731.762,1049986.774,1142477.082,775640.4301,1166381.919,968675.9985,919117.5561,977666.2806,755502.9903,1024727.065,919816.4222
Q9UDT6,CLIP2,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens OX=9606 GN=CLIP2 PE=1 SV=1,212309.9118,206024.8643,220711.0339,221862.3534,201265.7696,185586.5471,203603.1428,220880.2071,267877.2329,181664.7912,280216.6645,229135.7752,212733.8085,233148.2314,167598.1786,216832.8252,189258.2658
P52272,HNRNPM,Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens OX=9606 GN=HNRNPM PE=1 SV=3,1249461.52,1311389.729,1242342.36,1243553.017,1357529.68,1285580.428,1185567.168,1217263.327,1030979.028,1452858.999,1295747.11,1201456.825,1388945.798,1124857.073,1190162.054,1156872.847,1244511.374
Q10471,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2 OS=Homo sapiens OX=9606 GN=GALNT2 PE=1 SV=1,315111.8329,334509.6465,342959.0024,338407.6039,328945.2877,336820.5437,343359.4977,324980.8935,337940.7534,325846.5095,322870.3488,345548.3489,311067.2217,314734.1641,310731.1824,310966.6512,293926.9766
Q6SZW1,SARM1,NAD(+) hydrolase SARM1 OS=Homo sapiens OX=9606 GN=SARM1 PE=1 SV=1,278942.4012,269100.9354,287329.6482,276995.5608,270328.2473,277727.3987,293831.295,296951.2551,313306.0504,247478.9847,280707.8181,255742.3713,261667.8705,282395.0677,268751.5975,266593.5009,256399.3751
Q13045,FLII,Protein flightless-1 homolog OS=Homo sapiens OX=9606 GN=FLII PE=1 SV=2,268660.9082,261736.5351,255128.388,265040.7123,266316.4373,276265.5231,271451.2139,259126.408,256306.0797,261390.6027,263533.4733,247949.799,269170.4031,267148.1285,272560.7922,279563.2358,285091.8615
Q15006,EMC2,ER membrane protein complex subunit 2 OS=Homo sapiens OX=9606 GN=EMC2 PE=1 SV=1,419615.4071,418210.7265,416623.7057,431012.3119,476973.3186,467323.7522,438069.3537,419763.5193,404562.1934,438460.2786,389416.3547,430287.3212,390969.061,414557.9081,450183.667,411536.6765,439564.3063
P62258,YWHAE,14-3-3 protein epsilon OS=Homo sapiens OX=9606 GN=YWHAE PE=1 SV=1,1341047.497,1216424.135,1354408.63,1308181.594,1159964.723,1268329.973,1457821.387,1499786.29,1644492.702,1045644.816,1383031.227,1297812.337,1138375.487,1447939.453,1137306.037,1476539.023,1297425.312
P11274,BCR,Breakpoint cluster region protein OS=Homo sapiens OX=9606 GN=BCR PE=1 SV=2,245146.2887,245567.063,249404.7238,249211.61,237888.9782,228930.9819,244608.303,248429.1931,256209.3269,273530.7192,271638.9895,260684.0467,266409.6526,270456.0144,263606.0863,267361.861,260156.4409
P49257,LMAN1,Protein ERGIC-53 OS=Homo sapiens OX=9606 GN=LMAN1 PE=1 SV=2,355063.6955,381094.913,372677.7015,383579.6187,378506.3006,360175.6402,346603.3733,347639.2554,337421.9146,403369.0091,356980.5052,394316.6845,372620.9799,339547.5072,363552.651,340071.9257,348414.2789
Q969H8,MYDGF,Myeloid-derived growth factor OS=Homo sapiens OX=9606 GN=MYDGF PE=1 SV=1,848875.7639,810889.921,784594.336,792131.3527,845920.5944,882674.4853,902880.4324,805983.1543,786183.233,844938.3178,844540.6793,848639.8735,805014.9387,746822.8998,780666.5263,911122.7929,807908.1647
P50416,CPT1A,"Carnitine O-palmitoyltransferase 1, liver isoform OS=Homo sapiens OX=9606 GN=CPT1A PE=1 SV=2",250843.9531,247867.9812,253423.0167,270425.8266,243643.6944,238026.2038,214717.3544,234641.2823,247104.842,254766.5997,211494.2793,236674.3173,235295.6266,240016.2193,222262.089,193732.1554,194824.1059
O00273,DFFA,DNA fragmentation factor subunit alpha OS=Homo sapiens OX=9606 GN=DFFA PE=1 SV=1,233029.9593,204652.0822,212483.092,248944.6948,145417.4186,187573.7853,185434.1689,240057.8661,271590.4801,142541.1709,198934.8144,240965.7999,168766.5634,203342.1738,117919.5751,212795.1568,177827.3755
Q9UQ35,SRRM2,Serine/arginine repetitive matrix protein 2 OS=Homo sapiens OX=9606 GN=SRRM2 PE=1 SV=2,292781.8275,305653.4509,291226.9243,294829.0302,297296.5179,252674.9924,251013.5049,269698.1893,256809.8611,323161.0841,363285.8467,311612.1142,324396.6679,262392.5103,250353.1704,280940.2097,269423.5332
P31040,SDHA,"Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens OX=9606 GN=SDHA PE=1 SV=2",495020.985,510520.9713,506569.9456,506142.1493,486405.0578,452949.4716,430115.5323,448654.5541,436349.7697,524215.6776,469153.2975,492616.4332,472008.2024,436486.2131,438858.7906,399277.7296,411783.2653
P04406,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens OX=9606 GN=GAPDH PE=1 SV=3,2303590.082,2156534.693,2205173.364,2126204.828,2163151.928,2408826.143,2404087.191,2308225.839,2364950.612,2339246.599,2233852.898,2115485.578,2368114.825,2434117.279,2623447.857,2622553.921,2643822.674
O75054,IGSF3,Immunoglobulin superfamily member 3 OS=Homo sapiens OX=9606 GN=IGSF3 PE=2 SV=3,204444.6033,206683.7809,210023.057,199779.8177,187062.7304,193295.311,201405.4371,205391.2171,224435.0673,186774.5532,218689.7421,204737.7857,187367.1772,219815.6167,199240.6041,202185.5553,205679.9323
P05091,ALDH2,"Aldehyde dehydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=ALDH2 PE=1 SV=2",441900.6737,455637.3631,447696.5003,467805.94,456326.6972,437836.9299,434196.5809,396266.1628,450564.9989,471532.5783,437930.8505,457248.1128,473653.5625,440791.1186,423619.1182,397940.4035,385780.7244
P13591,NCAM1,Neural cell adhesion molecule 1 OS=Homo sapiens OX=9606 GN=NCAM1 PE=1 SV=3,1193996.772,1187087.711,1269966.742,1215634.45,1118879.919,1023545.01,1138084.881,1141594.018,1173290.207,1065355.149,1440586.825,1361507.534,1116932.077,1120469.743,1010385.385,1197799.965,1081871.866
Q96CT7,CCDC124,Coiled-coil domain-containing protein 124 OS=Homo sapiens OX=9606 GN=CCDC124 PE=1 SV=1,637666.9154,542979.6129,634936.1283,658824.6573,559579.6124,453373.0015,586404.9394,679612.0372,782482.3854,447083.3861,857411.7545,594416.468,539309.4227,658077.0071,369833.4561,557462.5391,412268.7447
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2,430616.8716,458810.038,431986.6447,446626.5562,464914.3642,490246.6801,452120.0838,443722.6108,389352.1953,469941.4314,381879.823,423930.9921,451259.9289,416345.0771,446817.5602,426087.6454,470329.8837
P19623,SRM,Spermidine synthase OS=Homo sapiens OX=9606 GN=SRM PE=1 SV=1,351249.2502,350467.5148,323224.6364,337397.1262,355765.3353,341840.3444,346921.5633,338218.7053,331550.6758,318694.5385,271118.1816,301284.5099,310324.9214,312652.416,324017.7338,319805.2362,340556.8086
